# {"t_start": 1583172648.5508003, "env_id": "HaroldReach-v0"} 
r,l,t
-200.0,200,371.559216
-200.0,200,373.939649
-200.0,200,376.067025
-200.0,200,378.250871
-200.0,200,380.626515
-200.0,200,382.877502
-200.0,200,385.101469
-37.0,200,387.346356
-169.0,200,389.501079
-199.0,200,391.741367
-176.0,200,393.958468
-200.0,200,396.163707
-200.0,200,398.417368
-200.0,200,400.688328
-200.0,200,402.873829
-199.0,200,405.110461
-33.0,200,407.377134
-200.0,200,409.730402
-46.0,200,411.975928
-200.0,200,414.181779
-200.0,200,416.487946
-200.0,200,418.74681
-200.0,200,421.019123
-195.0,200,423.295495
-200.0,200,425.567304
-198.0,200,427.813653
-199.0,200,430.05212
-200.0,200,432.313712
-200.0,200,434.566711
-200.0,200,436.766831
-200.0,200,439.009301
-200.0,200,441.262378
-200.0,200,443.537932
-48.0,200,445.792326
-200.0,200,448.044738
-200.0,200,450.300356
-200.0,200,452.567102
-200.0,200,454.860781
-200.0,200,457.115499
-200.0,200,459.388654
-200.0,200,461.636799
-200.0,200,463.797979
-200.0,200,464.817991
-200.0,200,465.775799
-200.0,200,466.814607
-16.0,200,467.859971
-200.0,200,469.083092
-200.0,200,470.144455
-200.0,200,471.108533
-9.0,200,472.084712
-200.0,200,473.029781
-200.0,200,474.302206
-200.0,200,476.533897
-15.0,200,478.778514
-200.0,200,481.083517
-187.0,200,483.326097
-200.0,200,485.594678
-200.0,200,487.838619
-200.0,200,490.074443
-200.0,200,492.347245
-200.0,200,494.570716
-200.0,200,496.869823
-200.0,200,499.133196
-200.0,200,501.352361
-194.0,200,503.627284
-174.0,200,505.906618
-200.0,200,508.156432
-200.0,200,510.371673
-200.0,200,512.580106
-69.0,200,514.815439
-199.0,200,517.091714
-200.0,200,519.307685
-144.0,200,521.562701
-200.0,200,523.810743
-200.0,200,526.074086
-200.0,200,528.360574
-200.0,200,530.633194
-200.0,200,532.89079
-200.0,200,535.120018
-36.0,200,537.343053
-200.0,200,539.651629
-52.0,200,541.845903
-200.0,200,544.088499
-200.0,200,546.355595
-199.0,200,548.656796
-185.0,200,551.057429
-200.0,200,553.292172
-200.0,200,555.556689
-200.0,200,557.82675
-200.0,200,560.078035
-200.0,200,562.255711
-200.0,200,564.504777
-200.0,200,566.797086
-200.0,200,569.068799
-200.0,200,571.330129
-171.0,200,573.583361
-200.0,200,575.84886
-200.0,200,578.119554
-200.0,200,580.371532
-197.0,200,582.700621
-200.0,200,584.950032
-200.0,200,587.135555
-200.0,200,588.089187
-200.0,200,589.096985
-189.0,200,590.185065
-200.0,200,591.157423
-88.0,200,592.194274
-200.0,200,593.214871
-200.0,200,594.157558
-21.0,200,595.210302
-200.0,200,596.168475
-200.0,200,597.210468
-200.0,200,599.487094
-200.0,200,601.757416
-200.0,200,604.028247
-200.0,200,606.298934
-200.0,200,608.549417
-200.0,200,610.801517
-47.0,200,613.066961
-110.0,200,615.318148
-200.0,200,617.531816
-200.0,200,619.794402
-200.0,200,622.077631
-200.0,200,624.322908
-186.0,200,626.590808
-200.0,200,628.762352
-200.0,200,631.034806
-177.0,200,633.305871
-200.0,200,635.561168
-200.0,200,637.834654
-200.0,200,640.105656
-200.0,200,642.350456
-165.0,200,644.644516
-57.0,200,646.910912
-200.0,200,649.165905
-200.0,200,651.473021
-198.0,200,653.733197
-200.0,200,656.028491
-26.0,200,658.285315
-200.0,200,660.557623
-191.0,200,662.807016
-200.0,200,665.066237
-200.0,200,667.311749
-180.0,200,669.573055
-200.0,200,671.82892
-200.0,200,674.143755
-200.0,200,676.419113
-200.0,200,678.666358
-200.0,200,680.916285
-200.0,200,683.194029
-200.0,200,685.473931
-200.0,200,687.738832
-119.0,200,690.024574
-200.0,200,692.325215
-200.0,200,694.555927
-200.0,200,696.821452
-200.0,200,699.08856
-200.0,200,701.36649
-200.0,200,703.598392
-200.0,200,705.86428
-200.0,200,708.069849
-200.0,200,710.289659
-200.0,200,711.246184
-9.0,200,712.183226
-200.0,200,713.561744
-200.0,200,714.631001
-200.0,200,715.834159
-178.0,200,716.970426
-8.0,200,717.912508
-200.0,200,718.925414
-198.0,200,719.963537
-200.0,200,721.051747
-77.0,200,723.299786
-200.0,200,725.533006
-200.0,200,727.791315
-158.0,200,730.091175
-200.0,200,732.334419
-193.0,200,734.604477
-164.0,200,736.841941
-200.0,200,739.115309
-200.0,200,741.385957
-200.0,200,743.66375
-200.0,200,745.943134
-200.0,200,748.178251
-155.0,200,750.463647
-31.0,200,752.698079
-200.0,200,754.957733
-200.0,200,757.20091
-186.0,200,759.46131
-200.0,200,761.690489
-187.0,200,763.958333
-115.0,200,766.210467
-200.0,200,768.483127
-187.0,200,770.688623
-200.0,200,772.987542
-200.0,200,775.235133
-194.0,200,777.565922
-200.0,200,779.834767
-162.0,200,782.021063
-53.0,200,784.291818
-151.0,200,786.574332
-200.0,200,788.858366
-200.0,200,791.177077
-176.0,200,793.457971
-200.0,200,795.740632
-200.0,200,798.032172
-198.0,200,800.326138
-200.0,200,802.613324
-200.0,200,804.907203
-87.0,200,807.18748
-200.0,200,809.440931
-145.0,200,811.767248
-200.0,200,814.108213
-200.0,200,816.390235
-200.0,200,818.639804
-48.0,200,820.976616
-200.0,200,823.286619
-200.0,200,825.536788
-167.0,200,827.793165
-121.0,200,830.02388
-200.0,200,832.314051
-200.0,200,834.712304
-200.0,200,835.660999
-200.0,200,836.720081
-200.0,200,837.684973
-200.0,200,838.792043
-200.0,200,839.715022
-200.0,200,840.650249
-194.0,200,841.920797
-200.0,200,842.95569
-200.0,200,843.964355
-161.0,200,845.095045
-200.0,200,847.389683
-195.0,200,849.612592
-32.0,200,851.940716
-200.0,200,854.223232
-200.0,200,856.48612
-200.0,200,858.73586
-200.0,200,861.00245
-200.0,200,863.248368
-200.0,200,865.49841
-200.0,200,867.796923
-200.0,200,870.080439
-200.0,200,872.342271
-200.0,200,874.664763
-185.0,200,876.975294
-200.0,200,879.221379
-200.0,200,881.502056
-200.0,200,883.777891
-200.0,200,886.014702
-134.0,200,888.29332
-200.0,200,890.564368
-49.0,200,892.85963
-200.0,200,895.171795
-200.0,200,897.453922
-200.0,200,899.728686
-178.0,200,902.000983
-191.0,200,904.332521
-200.0,200,906.646701
-200.0,200,908.957019
-200.0,200,911.220803
-200.0,200,913.510129
-200.0,200,915.789997
-200.0,200,918.069715
-200.0,200,920.337349
-200.0,200,922.637316
-200.0,200,924.911961
-200.0,200,927.175429
-200.0,200,929.496157
-168.0,200,931.707896
-157.0,200,933.974972
-200.0,200,936.235404
-200.0,200,938.532483
-200.0,200,940.789935
-200.0,200,943.030923
-200.0,200,945.279515
-200.0,200,947.523053
-200.0,200,949.787967
-188.0,200,952.053137
-200.0,200,954.301735
-200.0,200,956.567136
-200.0,200,958.869369
-200.0,200,959.85712
-200.0,200,961.21833
-200.0,200,962.241453
-200.0,200,963.245236
-200.0,200,964.241897
-200.0,200,965.190615
-178.0,200,966.230665
-200.0,200,967.165033
-200.0,200,968.086209
-200.0,200,969.130945
-181.0,200,971.430592
-72.0,200,973.717393
-200.0,200,976.028149
-200.0,200,978.27297
-130.0,200,980.548164
-200.0,200,982.869904
-200.0,200,985.136381
-200.0,200,987.418352
-200.0,200,989.674487
-200.0,200,991.970597
-181.0,200,994.286148
-200.0,200,996.585418
-200.0,200,998.870299
-200.0,200,1001.1511
-192.0,200,1003.502595
-200.0,200,1005.804679
-200.0,200,1008.058963
-200.0,200,1010.320449
-200.0,200,1012.591635
-183.0,200,1014.935117
-84.0,200,1017.218007
-200.0,200,1019.47393
-200.0,200,1021.767107
-200.0,200,1024.051827
-200.0,200,1026.316265
-200.0,200,1028.64445
-200.0,200,1030.946804
-200.0,200,1033.229927
-200.0,200,1035.513526
-200.0,200,1037.773336
-185.0,200,1040.040775
-200.0,200,1042.286613
-200.0,200,1044.605047
-200.0,200,1046.827873
-200.0,200,1049.142324
-200.0,200,1051.428191
-200.0,200,1053.729474
-196.0,200,1055.963387
-200.0,200,1058.279118
-200.0,200,1060.522603
-200.0,200,1062.835269
-200.0,200,1065.083115
-200.0,200,1067.369967
-200.0,200,1069.672028
-200.0,200,1072.020719
-200.0,200,1074.250548
-200.0,200,1076.538904
-200.0,200,1078.836192
-200.0,200,1081.175179
-200.0,200,1083.370529
-200.0,200,1084.356152
-200.0,200,1085.315748
-180.0,200,1086.416472
-6.0,200,1087.427223
-200.0,200,1088.591854
-200.0,200,1089.584488
-200.0,200,1090.53468
-200.0,200,1091.501536
-200.0,200,1092.441743
-200.0,200,1093.440913
-200.0,200,1095.705963
-200.0,200,1097.985875
-200.0,200,1100.27592
-200.0,200,1102.52088
-200.0,200,1104.798424
-199.0,200,1107.060905
-200.0,200,1109.298536
-165.0,200,1111.575081
-200.0,200,1113.832927
-200.0,200,1116.087116
-200.0,200,1118.333562
-199.0,200,1120.607329
-200.0,200,1122.865132
-195.0,200,1125.131517
-200.0,200,1127.388507
-200.0,200,1129.630818
-200.0,200,1131.879352
-200.0,200,1134.153372
-200.0,200,1136.372321
-200.0,200,1138.64106
-200.0,200,1140.883412
-151.0,200,1143.152831
-200.0,200,1145.39849
-200.0,200,1147.653076
-200.0,200,1149.928013
-200.0,200,1152.145358
-200.0,200,1154.422976
-155.0,200,1156.697193
-200.0,200,1159.065364
-200.0,200,1161.340632
-200.0,200,1163.602629
-200.0,200,1165.928363
-170.0,200,1168.209985
-200.0,200,1170.503166
-200.0,200,1172.822532
-200.0,200,1175.141522
-200.0,200,1177.392639
-191.0,200,1179.871046
-106.0,200,1182.119771
-200.0,200,1184.398852
-24.0,200,1186.656341
-200.0,200,1188.909147
-200.0,200,1191.159024
-200.0,200,1193.387254
-200.0,200,1195.65829
-200.0,200,1197.932988
-200.0,200,1200.213206
-187.0,200,1202.536146
-200.0,200,1204.861663
-14.0,200,1207.047529
-200.0,200,1208.020514
-200.0,200,1208.965758
-178.0,200,1210.019176
-200.0,200,1211.517254
-200.0,200,1212.727412
-200.0,200,1213.806632
-200.0,200,1214.775995
-194.0,200,1216.025183
-200.0,200,1216.999474
-200.0,200,1218.056224
-200.0,200,1220.40042
-197.0,200,1223.338652
-200.0,200,1225.648507
-200.0,200,1228.001904
-200.0,200,1230.311926
-200.0,200,1232.603179
-200.0,200,1234.905678
-61.0,200,1237.201517
-200.0,200,1239.515894
-193.0,200,1241.807854
-200.0,200,1244.037819
-200.0,200,1246.247927
-200.0,200,1248.508852
-200.0,200,1250.84167
-200.0,200,1253.133053
-200.0,200,1255.415679
-200.0,200,1257.742146
-200.0,200,1260.024197
-200.0,200,1262.286541
-200.0,200,1264.59917
-200.0,200,1266.93485
-148.0,200,1269.194934
-200.0,200,1271.473126
-200.0,200,1273.810354
-200.0,200,1276.119479
-200.0,200,1278.424273
-200.0,200,1280.751652
-200.0,200,1283.051332
-200.0,200,1285.311883
-200.0,200,1287.658854
-200.0,200,1289.971367
-200.0,200,1292.263336
-200.0,200,1294.55985
-200.0,200,1296.822051
-200.0,200,1299.113095
-200.0,200,1301.396782
-200.0,200,1303.660767
-200.0,200,1305.985802
-200.0,200,1308.260007
-200.0,200,1310.597488
-200.0,200,1312.881779
-200.0,200,1315.177872
-200.0,200,1317.402008
-81.0,200,1319.709234
-200.0,200,1321.985296
-199.0,200,1324.2617
-128.0,200,1326.544331
-155.0,200,1328.839171
-200.0,200,1331.234544
-200.0,200,1333.429005
-200.0,200,1334.405643
-200.0,200,1335.849766
-200.0,200,1336.811029
-200.0,200,1337.756002
-200.0,200,1338.709838
-200.0,200,1339.690927
-136.0,200,1340.665072
-200.0,200,1341.63009
-200.0,200,1342.610398
-200.0,200,1343.697913
-200.0,200,1345.982265
-200.0,200,1348.304847
-176.0,200,1350.598481
-192.0,200,1352.847836
-174.0,200,1355.137516
-200.0,200,1357.409727
-200.0,200,1359.660053
-200.0,200,1361.951321
-200.0,200,1364.251094
-200.0,200,1366.518973
-200.0,200,1368.811221
-200.0,200,1371.110545
-200.0,200,1373.411429
-200.0,200,1375.70645
-200.0,200,1378.012604
-77.0,200,1380.348681
-200.0,200,1382.634849
-165.0,200,1384.912798
-90.0,200,1387.220651
-200.0,200,1389.498291
-200.0,200,1391.777061
-199.0,200,1394.088779
-200.0,200,1396.371635
-26.0,200,1398.673219
-200.0,200,1400.954311
-123.0,200,1403.265728
-200.0,200,1405.548786
-193.0,200,1408.132616
-200.0,200,1410.433827
-200.0,200,1412.70101
-200.0,200,1414.922331
-195.0,200,1417.246942
-195.0,200,1419.560555
-200.0,200,1421.867436
-36.0,200,1424.112742
-200.0,200,1426.44005
-200.0,200,1428.708139
-200.0,200,1431.01738
-179.0,200,1433.2764
-200.0,200,1435.545485
-200.0,200,1437.840169
-200.0,200,1440.10829
-200.0,200,1442.362984
-200.0,200,1444.656965
-200.0,200,1446.905689
-200.0,200,1449.198801
-200.0,200,1451.469715
-200.0,200,1453.723481
-196.0,200,1456.032014
-14.0,200,1458.309945
-200.0,200,1459.338548
-200.0,200,1460.293603
-194.0,200,1461.583069
-200.0,200,1462.540213
-200.0,200,1463.596486
-200.0,200,1464.556666
-200.0,200,1465.519777
-200.0,200,1466.485383
-200.0,200,1467.44876
-200.0,200,1468.512952
-200.0,200,1470.830407
-199.0,200,1473.084424
-200.0,200,1475.690861
-200.0,200,1477.980323
-200.0,200,1480.247294
-200.0,200,1482.596785
-200.0,200,1484.867578
-200.0,200,1487.121478
-200.0,200,1489.418189
-200.0,200,1491.716556
-46.0,200,1493.969958
-200.0,200,1496.236902
-112.0,200,1498.528095
-200.0,200,1500.80476
-200.0,200,1503.101017
-163.0,200,1505.383329
-200.0,200,1507.646873
-200.0,200,1509.951661
-200.0,200,1512.279897
-180.0,200,1514.587381
-200.0,200,1516.928234
-200.0,200,1519.196906
-200.0,200,1521.566439
-200.0,200,1523.891484
-200.0,200,1526.167555
-200.0,200,1528.47787
-200.0,200,1530.746617
-200.0,200,1533.056568
-200.0,200,1535.384691
-197.0,200,1537.956384
-200.0,200,1540.27443
-169.0,200,1542.757274
-200.0,200,1545.034368
-200.0,200,1547.318142
-200.0,200,1549.596508
-199.0,200,1551.872829
-200.0,200,1554.171905
-192.0,200,1556.560013
-200.0,200,1558.8177
-161.0,200,1561.162641
-40.0,200,1563.469636
-189.0,200,1565.768566
-175.0,200,1568.112803
-200.0,200,1570.391013
-200.0,200,1572.654237
-77.0,200,1574.944142
-29.0,200,1577.211392
-136.0,200,1579.509454
-200.0,200,1581.767102
-200.0,200,1583.945417
-200.0,200,1584.925289
-200.0,200,1585.878331
-200.0,200,1586.899253
-194.0,200,1588.901164
-200.0,200,1589.951473
-200.0,200,1590.896441
-181.0,200,1591.980565
-200.0,200,1592.925989
-200.0,200,1593.924541
-177.0,200,1594.933796
-200.0,200,1597.206913
-131.0,200,1599.504701
-200.0,200,1601.817728
-200.0,200,1604.094524
-85.0,200,1606.346812
-191.0,200,1609.174813
-200.0,200,1611.472783
-200.0,200,1613.765836
-200.0,200,1616.022009
-200.0,200,1618.333869
-199.0,200,1620.768143
-98.0,200,1623.051382
-200.0,200,1625.339615
-200.0,200,1627.612065
-200.0,200,1629.920417
-187.0,200,1632.190938
-200.0,200,1634.477585
-200.0,200,1636.733636
-173.0,200,1638.998215
-199.0,200,1641.289136
-115.0,200,1643.648412
-200.0,200,1645.882858
-126.0,200,1648.188822
-172.0,200,1650.525366
-200.0,200,1652.786131
-200.0,200,1655.08936
-200.0,200,1657.377413
-66.0,200,1659.649836
-200.0,200,1661.926895
-36.0,200,1664.203123
-200.0,200,1666.485317
-200.0,200,1668.781314
-200.0,200,1671.048703
-200.0,200,1673.347148
-200.0,200,1675.639185
-200.0,200,1677.926468
-200.0,200,1680.204381
-200.0,200,1682.472085
-200.0,200,1684.828264
-164.0,200,1687.18251
-200.0,200,1689.470664
-182.0,200,1691.782796
-200.0,200,1694.096094
-200.0,200,1696.355555
-128.0,200,1698.60522
-200.0,200,1700.899875
-200.0,200,1703.239745
-200.0,200,1705.490357
-184.0,200,1707.76051
-200.0,200,1710.006733
-12.0,200,1711.031316
-200.0,200,1711.993625
-200.0,200,1713.027056
-200.0,200,1714.02454
-200.0,200,1715.045159
-200.0,200,1715.993408
-200.0,200,1716.935705
-14.0,200,1717.899596
-200.0,200,1718.93673
-200.0,200,1720.0551
-200.0,200,1722.380754
-56.0,200,1724.686069
-199.0,200,1726.973179
-200.0,200,1729.262701
-167.0,200,1731.580457
-200.0,200,1733.825824
-185.0,200,1736.085255
-200.0,200,1738.349771
-200.0,200,1740.641338
-200.0,200,1742.837752
-200.0,200,1745.138801
-200.0,200,1747.44672
-200.0,200,1749.740248
-200.0,200,1752.043903
-200.0,200,1754.332866
-200.0,200,1756.598299
-200.0,200,1758.835106
-200.0,200,1761.107826
-200.0,200,1763.332208
-200.0,200,1765.555644
-200.0,200,1767.951945
-200.0,200,1770.211358
-162.0,200,1772.49846
-111.0,200,1774.828222
-200.0,200,1777.164839
-200.0,200,1779.394415
-200.0,200,1781.620224
-199.0,200,1783.843289
-94.0,200,1786.073941
-200.0,200,1788.338214
-200.0,200,1790.596114
-200.0,200,1792.935737
-200.0,200,1795.239771
-200.0,200,1797.621568
-200.0,200,1799.89181
-200.0,200,1802.220823
-200.0,200,1804.531772
-200.0,200,1806.753566
-200.0,200,1809.095032
-200.0,200,1811.377743
-200.0,200,1813.631503
-200.0,200,1815.865785
-200.0,200,1818.095633
-24.0,200,1820.365394
-194.0,200,1822.672998
-200.0,200,1824.996243
-200.0,200,1827.293514
-200.0,200,1829.561595
-200.0,200,1831.844945
-200.0,200,1834.064299
-200.0,200,1835.03685
-200.0,200,1836.000936
-200.0,200,1836.953727
-7.0,200,1838.017164
-200.0,200,1839.096475
-200.0,200,1840.071736
-200.0,200,1841.169634
-200.0,200,1842.148207
-200.0,200,1843.445629
-200.0,200,1844.474898
-200.0,200,1846.839049
-200.0,200,1849.146295
-200.0,200,1851.477371
-200.0,200,1853.808035
-137.0,200,1856.113912
-200.0,200,1858.450015
-200.0,200,1860.788588
-200.0,200,1863.041155
-200.0,200,1865.295711
-200.0,200,1867.59179
-200.0,200,1869.921272
-200.0,200,1872.251335
-179.0,200,1874.577017
-200.0,200,1876.89423
-200.0,200,1879.243004
-200.0,200,1881.605912
-200.0,200,1883.863661
-197.0,200,1886.22675
-200.0,200,1888.792509
-200.0,200,1891.307468
-200.0,200,1893.660883
-200.0,200,1896.0033
-90.0,200,1898.332105
-200.0,200,1900.739482
-200.0,200,1903.063756
-200.0,200,1905.333988
-200.0,200,1907.683772
-200.0,200,1910.031361
-200.0,200,1912.396669
-200.0,200,1914.699141
-37.0,200,1917.058378
-200.0,200,1919.638021
-200.0,200,1922.045022
-161.0,200,1924.401095
-200.0,200,1926.966994
-200.0,200,1929.346991
-200.0,200,1931.672888
-200.0,200,1934.006344
-200.0,200,1936.363724
-138.0,200,1938.729505
-200.0,200,1941.066776
-200.0,200,1943.373861
-200.0,200,1945.68418
-200.0,200,1947.968987
-200.0,200,1950.274114
-200.0,200,1952.619151
-200.0,200,1954.920781
-200.0,200,1957.258043
-200.0,200,1959.752581
-200.0,200,1961.984921
-200.0,200,1962.929734
-200.0,200,1963.891057
-200.0,200,1964.852803
-200.0,200,1965.872062
-200.0,200,1966.825706
-200.0,200,1967.848639
-6.0,200,1968.800678
-200.0,200,1969.751227
-197.0,200,1970.872453
-200.0,200,1971.899002
-200.0,200,1974.257451
-200.0,200,1976.576723
-200.0,200,1978.876488
-200.0,200,1981.18135
-200.0,200,1983.476757
-200.0,200,1985.739019
-200.0,200,1988.038023
-200.0,200,1990.354146
-200.0,200,1992.631088
-200.0,200,1994.976549
-200.0,200,1997.342943
-200.0,200,1999.724737
-200.0,200,2002.063883
-200.0,200,2004.401064
-200.0,200,2006.737098
-200.0,200,2009.025
-145.0,200,2011.388892
-200.0,200,2013.725128
-150.0,200,2016.18366
-200.0,200,2018.547685
-200.0,200,2020.936012
-200.0,200,2023.290139
-200.0,200,2025.616299
-200.0,200,2027.951446
-200.0,200,2030.247455
-118.0,200,2032.523484
-109.0,200,2034.80797
-200.0,200,2037.137089
-200.0,200,2039.367551
-200.0,200,2041.645097
-200.0,200,2043.922807
-200.0,200,2046.205782
-200.0,200,2048.480765
-200.0,200,2050.703071
-131.0,200,2052.927279
-200.0,200,2055.16908
-200.0,200,2057.393806
-200.0,200,2059.708949
-200.0,200,2061.989648
-189.0,200,2064.291606
-200.0,200,2066.551857
-200.0,200,2068.78006
-185.0,200,2071.002528
-200.0,200,2073.255546
-200.0,200,2075.482215
-200.0,200,2077.814852
-200.0,200,2080.062839
-200.0,200,2082.297965
-179.0,200,2084.603196
-200.0,200,2086.800042
-200.0,200,2087.786547
-200.0,200,2088.748188
-200.0,200,2089.748137
-200.0,200,2090.679731
-200.0,200,2091.622448
-200.0,200,2092.634813
-200.0,200,2093.607861
-200.0,200,2094.504169
-200.0,200,2095.481885
-200.0,200,2096.457312
-200.0,200,2098.716289
-200.0,200,2100.976276
-200.0,200,2103.278427
-200.0,200,2105.543129
-200.0,200,2107.792419
-200.0,200,2110.0926
-200.0,200,2112.334078
-200.0,200,2114.570585
-200.0,200,2116.863165
-200.0,200,2119.117508
-200.0,200,2121.384049
-200.0,200,2123.653432
-200.0,200,2125.876806
-200.0,200,2128.144153
-200.0,200,2130.403247
-200.0,200,2132.630233
-200.0,200,2134.924565
-22.0,200,2137.2462
-200.0,200,2139.489809
-200.0,200,2141.729754
-185.0,200,2143.998868
-200.0,200,2146.219419
-200.0,200,2148.463253
-200.0,200,2150.733844
-200.0,200,2153.015803
-200.0,200,2155.284775
-170.0,200,2157.519845
-200.0,200,2159.80714
-200.0,200,2162.059876
-186.0,200,2164.345511
-200.0,200,2166.623531
-199.0,200,2168.85502
-200.0,200,2171.108096
-170.0,200,2173.371418
-197.0,200,2175.656854
-170.0,200,2177.89168
-200.0,200,2180.162632
-195.0,200,2182.435858
-200.0,200,2184.696852
-200.0,200,2187.00713
-200.0,200,2189.247256
-200.0,200,2191.523554
-200.0,200,2193.742063
-200.0,200,2195.960497
-200.0,200,2198.262688
-200.0,200,2200.534287
-200.0,200,2202.777505
-200.0,200,2205.045099
-200.0,200,2207.275604
-200.0,200,2209.438935
-200.0,200,2210.423085
-200.0,200,2211.369641
-200.0,200,2212.330367
-200.0,200,2213.252666
-200.0,200,2214.171445
-9.0,200,2215.09692
-200.0,200,2216.03527
-200.0,200,2216.951999
-200.0,200,2217.874532
-200.0,200,2218.889097
-200.0,200,2221.167107
-28.0,200,2223.416561
-200.0,200,2225.646236
-200.0,200,2227.866761
-200.0,200,2230.103291
-40.0,200,2232.370335
-200.0,200,2234.572209
-200.0,200,2236.856172
-200.0,200,2239.148465
-200.0,200,2241.394403
-200.0,200,2243.635487
-57.0,200,2245.874811
-200.0,200,2248.127261
-200.0,200,2250.372849
-200.0,200,2252.590941
-200.0,200,2254.827621
-200.0,200,2257.102389
-200.0,200,2259.33148
-136.0,200,2261.633461
-200.0,200,2263.91144
-200.0,200,2266.18642
-200.0,200,2268.517766
-200.0,200,2270.945349
-200.0,200,2273.409213
-127.0,200,2275.678984
-200.0,200,2277.977938
-200.0,200,2280.195422
