# {"t_start": 1583172648.5508003, "env_id": "HaroldReach-v0"} 
r,l,t
-200.0,200,4554.700958
-200.0,200,4557.31219
-200.0,200,4559.866246
-168.0,200,4562.423825
-200.0,200,4565.089653
-200.0,200,4567.677584
-200.0,200,4570.268516
-200.0,200,4572.844956
-18.0,200,4575.421383
-200.0,200,4578.001898
-200.0,200,4580.552416
-200.0,200,4583.139175
-200.0,200,4585.683762
-200.0,200,4588.230102
-200.0,200,4590.829887
-200.0,200,4593.360232
-200.0,200,4595.985508
-103.0,200,4598.601277
-34.0,200,4601.108689
-200.0,200,4603.6932
-200.0,200,4606.265838
-200.0,200,4608.836027
-200.0,200,4611.428705
-129.0,200,4614.033445
-200.0,200,4616.655885
-200.0,200,4619.22868
-113.0,200,4621.800276
-169.0,200,4624.372594
-200.0,200,4626.921374
-200.0,200,4629.442483
-200.0,200,4630.400434
-196.0,200,4631.543043
-200.0,200,4632.495906
-200.0,200,4633.490898
-200.0,200,4634.465698
-200.0,200,4635.381813
-200.0,200,4636.354827
-200.0,200,4637.320818
-200.0,200,4638.253881
-200.0,200,4639.332095
-200.0,200,4641.98539
-200.0,200,4644.624046
-200.0,200,4647.160607
-200.0,200,4649.744566
-200.0,200,4652.296656
-166.0,200,4654.873945
-200.0,200,4657.467644
-200.0,200,4660.023329
-200.0,200,4662.632078
-200.0,200,4665.179677
-200.0,200,4667.766972
-200.0,200,4670.387248
-200.0,200,4673.039639
-200.0,200,4675.614822
-200.0,200,4678.223941
-200.0,200,4680.865094
-200.0,200,4683.469844
-200.0,200,4686.017261
-200.0,200,4688.576893
-200.0,200,4691.156827
-200.0,200,4693.68544
-200.0,200,4696.28018
-124.0,200,4698.826151
-200.0,200,4701.401259
-200.0,200,4703.972345
-197.0,200,4706.633873
-200.0,200,4709.256727
-162.0,200,4712.014038
-200.0,200,4714.603367
-200.0,200,4717.17161
-200.0,200,4719.788028
-200.0,200,4722.404354
-200.0,200,4725.021836
-200.0,200,4727.646605
-200.0,200,4730.229408
-200.0,200,4732.82903
-200.0,200,4735.410158
-200.0,200,4737.977472
-200.0,200,4740.575799
-200.0,200,4743.177824
-200.0,200,4745.801206
-200.0,200,4748.385659
-200.0,200,4750.999917
-200.0,200,4753.623164
-200.0,200,4756.198906
-200.0,200,4758.740156
-106.0,200,4761.380223
-200.0,200,4763.985241
-200.0,200,4766.564971
-200.0,200,4769.140601
-200.0,200,4770.105097
-200.0,200,4771.081268
-200.0,200,4772.043908
-200.0,200,4772.978374
-200.0,200,4773.951879
-200.0,200,4774.976881
-200.0,200,4775.968674
-200.0,200,4776.916552
-197.0,200,4777.949121
-200.0,200,4779.013713
-200.0,200,4781.706909
-200.0,200,4784.308314
-200.0,200,4786.891277
-200.0,200,4789.546247
-200.0,200,4792.146386
-200.0,200,4794.734115
-200.0,200,4797.319106
-200.0,200,4799.923004
-194.0,200,4802.717923
-200.0,200,4805.328069
-200.0,200,4807.974364
-200.0,200,4810.543777
-200.0,200,4813.114558
-26.0,200,4815.722079
-200.0,200,4818.372415
-200.0,200,4820.992146
-200.0,200,4823.586736
-200.0,200,4826.264248
-200.0,200,4828.868268
-200.0,200,4831.568304
-200.0,200,4834.148495
-200.0,200,4836.773284
-200.0,200,4839.462485
-200.0,200,4842.153962
-200.0,200,4844.742293
-200.0,200,4847.333026
-200.0,200,4849.877719
-188.0,200,4852.465376
-160.0,200,4855.109544
-200.0,200,4857.775288
-128.0,200,4860.406919
-200.0,200,4863.01194
-200.0,200,4865.616686
-200.0,200,4868.193981
-200.0,200,4870.824424
-200.0,200,4873.443203
-51.0,200,4876.0939
-200.0,200,4878.718863
-157.0,200,4881.333378
-200.0,200,4883.895345
-37.0,200,4886.459121
-200.0,200,4889.103447
-200.0,200,4891.706726
-200.0,200,4894.35241
-200.0,200,4896.945976
-53.0,200,4899.577262
-200.0,200,4902.255037
-200.0,200,4904.875596
-200.0,200,4907.50278
-200.0,200,4910.054751
-200.0,200,4911.026467
-4.0,200,4912.003103
-200.0,200,4913.015002
-200.0,200,4913.985112
-200.0,200,4914.942041
-200.0,200,4915.950067
-200.0,200,4916.924239
-184.0,200,4918.185003
-200.0,200,4919.175126
-200.0,200,4920.215313
-200.0,200,4922.854251
-200.0,200,4925.434797
-200.0,200,4928.054522
-200.0,200,4930.652827
-165.0,200,4933.259364
-200.0,200,4935.89207
-161.0,200,4938.471552
-200.0,200,4941.101305
-193.0,200,4943.818141
-200.0,200,4946.498802
-200.0,200,4949.141314
-200.0,200,4951.798771
-51.0,200,4954.46146
-200.0,200,4957.132217
-72.0,200,4959.819993
-200.0,200,4962.494537
-41.0,200,4965.141911
-200.0,200,4967.757916
-200.0,200,4970.385685
-200.0,200,4972.981829
-200.0,200,4975.645175
-200.0,200,4978.302837
-47.0,200,4980.995093
-200.0,200,4983.63268
-200.0,200,4986.312508
-200.0,200,4988.949423
-84.0,200,4991.568805
-200.0,200,4994.162364
-183.0,200,4996.759045
-200.0,200,4999.356624
-200.0,200,5001.962337
-79.0,200,5004.573088
-194.0,200,5007.191256
-200.0,200,5009.817105
-169.0,200,5012.421573
-166.0,200,5015.058711
-200.0,200,5017.669868
-200.0,200,5020.297319
-200.0,200,5022.966325
-200.0,200,5025.608009
-200.0,200,5028.298601
-42.0,200,5030.928753
-200.0,200,5033.570029
-200.0,200,5036.22199
-200.0,200,5038.830767
-200.0,200,5041.457456
-151.0,200,5044.077524
-200.0,200,5046.674377
-200.0,200,5049.299752
-200.0,200,5051.975138
-200.0,200,5052.945363
-200.0,200,5053.911612
-200.0,200,5054.861934
-200.0,200,5055.8798
-200.0,200,5056.912679
-200.0,200,5057.891207
-4.0,200,5058.862359
-200.0,200,5059.829616
-200.0,200,5060.758719
-200.0,200,5061.827673
-200.0,200,5064.478959
-200.0,200,5067.111072
-54.0,200,5069.73913
-200.0,200,5072.351524
-200.0,200,5074.992263
-190.0,200,5077.708689
-200.0,200,5080.354156
-200.0,200,5083.025918
-200.0,200,5085.659627
-188.0,200,5088.241763
-200.0,200,5090.905246
-200.0,200,5093.510719
-200.0,200,5096.149718
-27.0,200,5098.751935
-138.0,200,5101.439626
-86.0,200,5104.030363
-135.0,200,5106.650208
-173.0,200,5109.324289
-200.0,200,5112.015415
-200.0,200,5114.668816
-200.0,200,5117.306446
-200.0,200,5119.970855
-200.0,200,5122.622371
-200.0,200,5125.244139
-188.0,200,5127.937774
-200.0,200,5130.553302
-200.0,200,5133.194992
-72.0,200,5135.853225
-200.0,200,5138.518917
-200.0,200,5141.152268
-200.0,200,5143.783581
-147.0,200,5146.440191
-200.0,200,5149.081719
-200.0,200,5151.708127
-96.0,200,5154.424452
-200.0,200,5157.073215
-200.0,200,5159.645683
-200.0,200,5162.242839
-200.0,200,5164.860863
-200.0,200,5167.540988
-81.0,200,5170.191349
-200.0,200,5172.829632
-200.0,200,5175.448547
-177.0,200,5178.082814
-200.0,200,5180.688643
-200.0,200,5183.354316
-40.0,200,5186.021437
-187.0,200,5188.652747
-200.0,200,5191.638113
-200.0,200,5194.23392
-200.0,200,5195.262041
-200.0,200,5196.224636
-200.0,200,5197.200832
-200.0,200,5198.212542
-200.0,200,5199.14266
-200.0,200,5200.11125
-200.0,200,5201.074919
-139.0,200,5202.155488
-200.0,200,5203.114683
-200.0,200,5204.145757
-200.0,200,5206.69269
-200.0,200,5209.317356
-177.0,200,5211.964191
-195.0,200,5214.675714
-200.0,200,5217.316935
-200.0,200,5219.964734
-200.0,200,5222.685693
-200.0,200,5225.331681
-200.0,200,5227.989784
-200.0,200,5230.548381
-85.0,200,5233.136839
-200.0,200,5235.767007
-200.0,200,5238.406219
-200.0,200,5241.08593
-200.0,200,5243.710644
-200.0,200,5246.327348
-200.0,200,5248.925242
-200.0,200,5251.623264
-200.0,200,5254.285955
-158.0,200,5256.936072
-200.0,200,5259.587782
-34.0,200,5262.246057
-169.0,200,5264.948286
-47.0,200,5267.605306
-200.0,200,5270.2556
-200.0,200,5272.925539
-160.0,200,5275.537904
-162.0,200,5278.212437
-200.0,200,5280.867077
-200.0,200,5283.517793
-200.0,200,5286.202162
-200.0,200,5288.833719
-200.0,200,5291.528143
-200.0,200,5294.133665
-200.0,200,5296.785676
-200.0,200,5299.444193
-200.0,200,5302.125591
-200.0,200,5304.787718
-127.0,200,5307.454701
-200.0,200,5310.101385
-200.0,200,5312.756058
-200.0,200,5315.418538
-190.0,200,5318.087284
-200.0,200,5320.716226
-200.0,200,5323.394835
-200.0,200,5325.949708
-200.0,200,5328.572652
-32.0,200,5331.236921
-69.0,200,5333.839828
-200.0,200,5336.397342
-186.0,200,5337.664541
-200.0,200,5338.642563
-200.0,200,5339.646558
-200.0,200,5340.86958
-200.0,200,5341.882147
-200.0,200,5342.853595
-200.0,200,5343.854535
-200.0,200,5344.912279
-200.0,200,5345.860398
-200.0,200,5346.941028
-200.0,200,5349.623028
-200.0,200,5352.265277
-200.0,200,5354.857324
-200.0,200,5357.516948
-200.0,200,5360.0797
-200.0,200,5362.756812
-139.0,200,5365.44453
-184.0,200,5368.081393
-200.0,200,5370.727872
-200.0,200,5373.384277
-200.0,200,5375.986164
-200.0,200,5378.626852
-200.0,200,5381.326859
-200.0,200,5383.98151
-200.0,200,5386.617783
-200.0,200,5389.281637
-200.0,200,5391.934602
-200.0,200,5394.630898
-200.0,200,5397.300888
-200.0,200,5399.91687
-44.0,200,5402.518812
-91.0,200,5405.147804
-200.0,200,5407.80039
-200.0,200,5410.43142
-200.0,200,5413.115138
-174.0,200,5415.802261
-200.0,200,5418.453115
-119.0,200,5421.071671
-198.0,200,5423.700053
-200.0,200,5426.345628
-200.0,200,5429.026657
-143.0,200,5431.671901
-200.0,200,5434.317854
-200.0,200,5436.928347
-55.0,200,5439.567192
-186.0,200,5442.252824
-91.0,200,5444.869987
-200.0,200,5447.512584
-200.0,200,5450.161507
-200.0,200,5452.875057
-168.0,200,5455.452329
-200.0,200,5458.080396
-200.0,200,5460.768918
-200.0,200,5463.423341
-200.0,200,5466.043128
-119.0,200,5468.677022
-200.0,200,5471.361051
-200.0,200,5474.023138
-200.0,200,5476.735992
-200.0,200,5479.316144
-200.0,200,5480.387472
-8.0,200,5481.413119
-184.0,200,5482.467979
-200.0,200,5483.672862
-200.0,200,5484.642234
-200.0,200,5485.588738
-155.0,200,5486.56514
-13.0,200,5487.525351
-200.0,200,5488.480009
-200.0,200,5489.522969
-94.0,200,5492.210969
-200.0,200,5494.805678
-200.0,200,5497.468719
-200.0,200,5500.150926
-200.0,200,5502.728556
-200.0,200,5505.374586
-200.0,200,5508.008381
-200.0,200,5510.680642
-200.0,200,5513.329927
-200.0,200,5516.011401
-200.0,200,5518.641233
-200.0,200,5521.361344
-200.0,200,5524.012726
-200.0,200,5526.685766
-200.0,200,5529.366822
-200.0,200,5532.041802
-200.0,200,5534.739578
-200.0,200,5537.371945
-200.0,200,5540.062505
-30.0,200,5542.692773
-200.0,200,5545.333794
-200.0,200,5547.957161
-200.0,200,5550.633152
-200.0,200,5553.356664
-200.0,200,5556.03411
-200.0,200,5558.671392
-30.0,200,5561.339533
-200.0,200,5564.014046
-200.0,200,5566.700541
-200.0,200,5569.37351
-200.0,200,5572.074021
-90.0,200,5574.719928
-194.0,200,5577.357057
-200.0,200,5579.976612
-200.0,200,5582.52031
-200.0,200,5585.194274
-200.0,200,5587.852317
-26.0,200,5590.512639
-200.0,200,5593.138248
-200.0,200,5595.727591
-200.0,200,5598.304774
-200.0,200,5600.966506
-200.0,200,5603.601642
-200.0,200,5606.263335
-200.0,200,5608.891479
-195.0,200,5611.528598
-200.0,200,5614.227908
-200.0,200,5616.882351
-200.0,200,5619.528398
-200.0,200,5622.09732
-200.0,200,5623.04589
-200.0,200,5623.98405
-200.0,200,5624.973385
-200.0,200,5625.921976
-200.0,200,5626.875597
-200.0,200,5627.840841
-200.0,200,5628.806342
-11.0,200,5629.783469
-200.0,200,5630.840873
-200.0,200,5631.887647
-200.0,200,5634.545488
-200.0,200,5637.206393
-200.0,200,5639.910412
-200.0,200,5642.509238
-200.0,200,5645.16833
-200.0,200,5647.837252
-200.0,200,5650.464377
-200.0,200,5653.10399
-200.0,200,5655.765317
-200.0,200,5658.492593
-200.0,200,5661.196842
-59.0,200,5663.830643
-200.0,200,5666.498236
-200.0,200,5669.170884
-200.0,200,5671.835335
-200.0,200,5674.513211
-200.0,200,5677.17586
-200.0,200,5679.860923
-200.0,200,5682.553791
-112.0,200,5685.203699
-200.0,200,5687.851161
-200.0,200,5690.53172
-200.0,200,5693.173207
-200.0,200,5695.839636
-200.0,200,5698.554455
-200.0,200,5701.261126
-199.0,200,5703.967717
-200.0,200,5706.56255
-200.0,200,5709.232593
-200.0,200,5711.870825
-200.0,200,5714.508888
-200.0,200,5717.208407
-200.0,200,5719.863601
-200.0,200,5722.516935
-200.0,200,5725.10837
-200.0,200,5727.777461
-148.0,200,5730.440819
-200.0,200,5733.052756
-200.0,200,5735.730864
-200.0,200,5738.428894
-200.0,200,5741.052433
-200.0,200,5743.730972
-200.0,200,5746.408685
-200.0,200,5749.098497
-200.0,200,5751.81709
-200.0,200,5754.470137
-200.0,200,5757.126204
-131.0,200,5759.839544
-200.0,200,5762.507844
-200.0,200,5765.165674
-200.0,200,5766.126663
-200.0,200,5767.161906
-200.0,200,5768.141347
-200.0,200,5769.09686
-200.0,200,5770.129387
-6.0,200,5771.079382
-200.0,200,5772.040725
-200.0,200,5773.060757
-173.0,200,5774.040315
-185.0,200,5775.08387
-200.0,200,5777.702734
-25.0,200,5780.334072
-200.0,200,5782.964472
-200.0,200,5785.559916
-200.0,200,5788.219591
-200.0,200,5790.946569
-200.0,200,5793.578809
-200.0,200,5796.220868
-200.0,200,5798.862728
-200.0,200,5801.49445
-200.0,200,5804.081892
-200.0,200,5806.737848
-200.0,200,5809.366717
-200.0,200,5812.077678
-200.0,200,5814.742457
-33.0,200,5817.367918
-195.0,200,5820.057193
-200.0,200,5822.664661
-200.0,200,5825.315895
-200.0,200,5827.89596
-200.0,200,5830.576325
-200.0,200,5833.196541
-200.0,200,5835.838421
-200.0,200,5838.469149
-200.0,200,5841.172492
-200.0,200,5843.871324
-168.0,200,5846.475807
-200.0,200,5849.120645
-200.0,200,5851.803931
-200.0,200,5854.416801
-200.0,200,5857.044643
-200.0,200,5859.720471
-200.0,200,5862.416863
-200.0,200,5865.081496
-200.0,200,5867.760749
-200.0,200,5870.481734
-176.0,200,5873.226765
-200.0,200,5875.856839
-199.0,200,5878.52897
-123.0,200,5881.30701
-200.0,200,5884.318728
-200.0,200,5886.994213
-200.0,200,5889.619702
-200.0,200,5892.273799
-174.0,200,5894.931581
-200.0,200,5897.575349
-200.0,200,5900.257361
-200.0,200,5902.955028
-200.0,200,5905.616148
-200.0,200,5908.300158
-132.0,200,5909.495474
-200.0,200,5910.454607
-200.0,200,5911.416759
-200.0,200,5912.406608
-200.0,200,5913.374803
-200.0,200,5914.360126
-200.0,200,5915.339454
-200.0,200,5916.329162
-200.0,200,5917.291958
-121.0,200,5918.388097
-200.0,200,5920.981932
-200.0,200,5923.553385
-200.0,200,5926.223549
-199.0,200,5928.849727
-200.0,200,5931.528121
-26.0,200,5934.225227
-200.0,200,5936.939603
-200.0,200,5939.60657
-200.0,200,5942.300032
-200.0,200,5944.893811
-200.0,200,5947.540653
-80.0,200,5950.210271
-200.0,200,5952.86725
-200.0,200,5955.528265
-200.0,200,5958.179053
-200.0,200,5960.841725
-149.0,200,5963.506435
-200.0,200,5966.184047
-200.0,200,5968.872365
-200.0,200,5971.596658
-31.0,200,5974.254042
-200.0,200,5976.931185
-26.0,200,5979.566497
-200.0,200,5982.204267
-200.0,200,5984.83177
-200.0,200,5987.435588
-200.0,200,5990.156344
-70.0,200,5992.813715
-200.0,200,5995.484019
-200.0,200,5998.180117
-200.0,200,6000.860079
-200.0,200,6003.527282
-200.0,200,6006.184128
-200.0,200,6008.803289
-200.0,200,6011.442508
-200.0,200,6014.060149
-200.0,200,6016.690736
-200.0,200,6019.359508
-200.0,200,6022.015074
-176.0,200,6024.71658
-196.0,200,6027.324898
-200.0,200,6029.973938
-74.0,200,6032.672791
-200.0,200,6035.318477
-200.0,200,6037.960355
-200.0,200,6040.617439
-200.0,200,6043.2857
-200.0,200,6045.948712
-200.0,200,6048.649151
-200.0,200,6051.267097
-200.0,200,6052.220484
-11.0,200,6053.171246
-200.0,200,6054.147253
-200.0,200,6055.085541
-200.0,200,6056.066771
-200.0,200,6057.067817
-200.0,200,6058.01551
-200.0,200,6059.044366
-200.0,200,6060.046488
-33.0,200,6061.081646
-200.0,200,6063.648079
-200.0,200,6066.287047
-51.0,200,6068.969206
-200.0,200,6071.622497
-200.0,200,6074.397777
-198.0,200,6077.115695
-200.0,200,6079.805738
-200.0,200,6082.511007
-200.0,200,6085.190544
-200.0,200,6087.768987
-66.0,200,6090.38771
-200.0,200,6093.040443
-136.0,200,6095.705313
-176.0,200,6098.375564
-200.0,200,6101.013836
-200.0,200,6103.69964
-200.0,200,6106.374136
-200.0,200,6109.067549
-200.0,200,6111.710769
-180.0,200,6114.415981
-200.0,200,6117.091047
-200.0,200,6119.718439
-200.0,200,6122.370638
-200.0,200,6125.054043
-200.0,200,6127.762964
-200.0,200,6130.492924
-200.0,200,6133.181587
-157.0,200,6135.828749
-200.0,200,6138.516434
-200.0,200,6141.136681
-200.0,200,6143.813089
-200.0,200,6146.396861
-200.0,200,6149.06716
-200.0,200,6151.740737
-200.0,200,6154.435393
-176.0,200,6157.140244
-176.0,200,6159.870705
-188.0,200,6162.54922
-200.0,200,6165.168541
-200.0,200,6167.845468
-200.0,200,6170.499312
-200.0,200,6173.162806
-200.0,200,6175.891287
-36.0,200,6178.531347
-185.0,200,6181.214077
-200.0,200,6183.834615
-200.0,200,6186.512441
-117.0,200,6189.193465
-200.0,200,6191.874331
-8.0,200,6194.458712
-200.0,200,6195.433116
-200.0,200,6196.395702
-200.0,200,6197.355561
-200.0,200,6198.323135
-200.0,200,6199.286515
-200.0,200,6200.295049
-188.0,200,6201.274887
-200.0,200,6202.27255
-200.0,200,6203.264666
-200.0,200,6204.314696
-200.0,200,6206.94744
-200.0,200,6209.626174
-200.0,200,6212.3005
-200.0,200,6214.977214
-200.0,200,6217.694625
-200.0,200,6220.365542
-143.0,200,6222.996683
-200.0,200,6225.659442
-196.0,200,6228.340401
-200.0,200,6231.063924
-164.0,200,6233.729323
-200.0,200,6236.420373
-200.0,200,6239.065792
-200.0,200,6241.705073
-200.0,200,6244.311598
-200.0,200,6247.000888
-200.0,200,6249.667978
-200.0,200,6252.329891
-197.0,200,6254.962379
-200.0,200,6257.618034
-91.0,200,6260.321115
-200.0,200,6263.014638
-200.0,200,6265.664469
-200.0,200,6268.282533
-200.0,200,6270.97432
-172.0,200,6273.641304
-200.0,200,6276.335097
-200.0,200,6278.948931
-200.0,200,6281.607947
-167.0,200,6284.328631
-200.0,200,6287.024487
-200.0,200,6289.689472
-200.0,200,6292.409278
-200.0,200,6295.084679
-200.0,200,6297.797698
-200.0,200,6300.479268
-200.0,200,6303.184146
-200.0,200,6305.878309
-200.0,200,6308.572084
-200.0,200,6311.227098
-200.0,200,6313.892337
-200.0,200,6316.566911
-175.0,200,6319.21663
-90.0,200,6321.82358
-200.0,200,6324.514583
-200.0,200,6327.182793
-189.0,200,6329.867298
-200.0,200,6332.518104
-200.0,200,6335.226662
-200.0,200,6337.813765
-200.0,200,6338.772789
-200.0,200,6339.735196
-200.0,200,6340.713206
-9.0,200,6341.705748
-200.0,200,6342.669846
-200.0,200,6343.646297
-200.0,200,6344.620802
-200.0,200,6345.642353
-200.0,200,6346.607031
-200.0,200,6347.682575
-200.0,200,6350.355472
-200.0,200,6352.989036
-200.0,200,6355.717423
-200.0,200,6358.393064
-200.0,200,6361.096992
-200.0,200,6363.744384
-200.0,200,6366.371143
-200.0,200,6368.986204
-157.0,200,6371.621019
-200.0,200,6374.261792
-200.0,200,6376.908877
-200.0,200,6379.529791
-200.0,200,6382.234906
-200.0,200,6384.987531
-200.0,200,6387.609337
-200.0,200,6390.308252
-200.0,200,6393.005681
-196.0,200,6395.647566
-200.0,200,6398.256097
-200.0,200,6400.909951
-200.0,200,6403.595436
-200.0,200,6406.23922
-200.0,200,6408.845686
-200.0,200,6411.475734
-134.0,200,6414.153529
-200.0,200,6416.855055
-200.0,200,6419.551186
-200.0,200,6422.195283
-200.0,200,6424.863443
-200.0,200,6427.579951
-200.0,200,6430.267626
-200.0,200,6432.991991
-200.0,200,6435.651159
-200.0,200,6438.384959
-200.0,200,6441.04424
-200.0,200,6443.690665
-200.0,200,6446.366844
-200.0,200,6449.031683
-200.0,200,6451.718248
-197.0,200,6454.431068
-200.0,200,6457.126004
-200.0,200,6459.782724
-192.0,200,6462.447062
-200.0,200,6465.178995
-200.0,200,6467.841747
-154.0,200,6470.490471
-200.0,200,6473.158563
-200.0,200,6475.865333
-200.0,200,6478.509817
-200.0,200,6481.103276
-200.0,200,6482.087116
-200.0,200,6483.080027
-180.0,200,6484.278929
-200.0,200,6485.456069
-200.0,200,6486.461773
-200.0,200,6487.417659
-200.0,200,6488.405856
-200.0,200,6489.369328
-200.0,200,6490.391223
-50.0,200,6491.443179
-200.0,200,6494.171897
-200.0,200,6496.899263
-200.0,200,6499.583061
-200.0,200,6502.236164
-200.0,200,6504.909315
-200.0,200,6507.59311
-36.0,200,6510.310482
-164.0,200,6512.999587
-200.0,200,6515.687734
-200.0,200,6518.341854
-200.0,200,6521.025094
-200.0,200,6523.665512
-143.0,200,6526.337673
-200.0,200,6528.990834
-200.0,200,6531.661825
-200.0,200,6534.368615
-200.0,200,6537.000539
-200.0,200,6539.659863
-200.0,200,6542.292451
-200.0,200,6544.98539
-200.0,200,6547.62846
-200.0,200,6550.338715
-200.0,200,6552.92362
-200.0,200,6555.561569
-200.0,200,6558.176988
-200.0,200,6560.847391
-200.0,200,6563.542211
-198.0,200,6566.909031
-200.0,200,6569.557873
-200.0,200,6572.222628
-200.0,200,6574.888201
-200.0,200,6577.512212
-200.0,200,6580.220131
-200.0,200,6582.856094
-152.0,200,6585.520234
-200.0,200,6588.216813
-200.0,200,6590.858577
-200.0,200,6593.527981
-200.0,200,6596.194789
-174.0,200,6598.853658
-200.0,200,6601.477495
-91.0,200,6604.107398
-200.0,200,6607.048203
-200.0,200,6609.670592
-200.0,200,6612.347685
-200.0,200,6614.987032
-200.0,200,6617.643049
-114.0,200,6620.32976
-200.0,200,6622.982581
-200.0,200,6625.548538
-200.0,200,6626.505772
-200.0,200,6627.475862
-14.0,200,6628.435371
-200.0,200,6629.452172
-200.0,200,6630.38194
-200.0,200,6631.296449
-13.0,200,6632.246592
-8.0,200,6633.208586
-200.0,200,6634.162486
-200.0,200,6635.211967
-200.0,200,6637.878233
-200.0,200,6640.576336
-200.0,200,6643.273701
-200.0,200,6645.925911
-200.0,200,6648.607313
-163.0,200,6651.388972
-200.0,200,6654.019116
-200.0,200,6656.719418
-199.0,200,6659.359224
-200.0,200,6661.978076
-92.0,200,6664.679526
-200.0,200,6667.332532
-200.0,200,6670.071548
-200.0,200,6672.739541
-200.0,200,6675.438105
-200.0,200,6678.138613
-200.0,200,6680.787709
-200.0,200,6683.480113
-200.0,200,6686.127934
-200.0,200,6688.746197
-66.0,200,6691.386846
-200.0,200,6694.104222
-200.0,200,6696.788687
-200.0,200,6699.46411
-200.0,200,6702.089753
-200.0,200,6704.769869
-200.0,200,6707.444716
-200.0,200,6710.099766
-200.0,200,6712.728887
-200.0,200,6715.406435
-200.0,200,6718.097325
-200.0,200,6720.792285
-200.0,200,6723.446242
-200.0,200,6726.144235
-200.0,200,6728.835015
-200.0,200,6731.505165
-200.0,200,6734.133121
-200.0,200,6736.807937
-200.0,200,6739.476783
-200.0,200,6742.111252
-200.0,200,6744.72209
-200.0,200,6747.403881
-200.0,200,6750.093131
-200.0,200,6752.810928
-104.0,200,6755.475116
-200.0,200,6758.106084
-200.0,200,6760.774645
-200.0,200,6763.442868
-200.0,200,6766.092019
-200.0,200,6768.824472
-200.0,200,6769.822033
-7.0,200,6770.793197
-200.0,200,6771.76773
-200.0,200,6772.749591
-156.0,200,6773.805455
-200.0,200,6774.838106
-200.0,200,6775.773291
-170.0,200,6776.77691
-169.0,200,6778.071045
-200.0,200,6779.153041
-200.0,200,6781.830749
-200.0,200,6784.421057
-200.0,200,6787.069232
-200.0,200,6789.794584
-200.0,200,6792.496517
-200.0,200,6795.197164
-200.0,200,6797.856346
-200.0,200,6800.547888
-200.0,200,6803.187548
-160.0,200,6805.899027
-200.0,200,6808.520376
-200.0,200,6811.178987
-195.0,200,6814.184433
-176.0,200,6816.85754
-200.0,200,6819.513454
-200.0,200,6822.305604
-199.0,200,6825.043356
-200.0,200,6827.734571
-200.0,200,6830.448488
-200.0,200,6833.131813
-142.0,200,6835.797948
-200.0,200,6838.448623
-200.0,200,6841.114868
-193.0,200,6843.76857
-200.0,200,6846.444484
-200.0,200,6849.11108
-200.0,200,6851.800177
-81.0,200,6854.466067
-200.0,200,6857.049691
-200.0,200,6859.748913
-200.0,200,6862.49741
-170.0,200,6865.133138
-200.0,200,6867.8162
-200.0,200,6870.486653
-200.0,200,6873.17819
-200.0,200,6875.9039
-200.0,200,6878.578994
-200.0,200,6881.240436
-200.0,200,6883.911731
-129.0,200,6886.623354
-200.0,200,6889.370088
-200.0,200,6891.98129
-200.0,200,6894.648054
-200.0,200,6897.321413
-200.0,200,6899.973013
-200.0,200,6902.665258
-200.0,200,6905.305332
-200.0,200,6907.986722
-200.0,200,6910.720911
-200.0,200,6913.252175
-200.0,200,6914.221065
-200.0,200,6915.298893
-200.0,200,6916.250399
-200.0,200,6917.269699
-200.0,200,6918.238686
-200.0,200,6919.336257
-200.0,200,6920.290638
-200.0,200,6921.239856
-33.0,200,6922.337685
-200.0,200,6923.48161
-200.0,200,6926.174226
-200.0,200,6928.812996
-171.0,200,6931.491112
-200.0,200,6934.161583
-200.0,200,6936.833536
-200.0,200,6939.511166
-200.0,200,6942.228222
-200.0,200,6944.899519
-200.0,200,6947.59005
-200.0,200,6950.252255
-200.0,200,6952.84482
-200.0,200,6955.49291
-200.0,200,6958.228028
-200.0,200,6960.829507
-200.0,200,6963.4732
-200.0,200,6966.197013
-199.0,200,6968.848334
-200.0,200,6971.502934
-200.0,200,6974.124838
-200.0,200,6976.795569
-200.0,200,6979.502645
-200.0,200,6982.200169
-200.0,200,6984.867132
-200.0,200,6987.557304
-200.0,200,6990.246598
-148.0,200,6992.91306
-200.0,200,6995.531804
-94.0,200,6998.223628
-196.0,200,7000.870387
-200.0,200,7003.584332
-200.0,200,7006.273487
-200.0,200,7008.953879
-200.0,200,7011.616509
-200.0,200,7014.277082
-200.0,200,7016.934105
-200.0,200,7019.632642
-200.0,200,7022.264335
-200.0,200,7024.999983
-200.0,200,7027.645464
-200.0,200,7030.319963
-200.0,200,7033.044076
-193.0,200,7035.826308
-193.0,200,7038.5422
-200.0,200,7041.261473
-152.0,200,7043.957904
-200.0,200,7046.592014
-200.0,200,7049.187217
-200.0,200,7051.750936
-200.0,200,7054.376294
-200.0,200,7056.930106
-200.0,200,7057.867558
-196.0,200,7058.828857
-200.0,200,7059.790573
-200.0,200,7060.847976
-194.0,200,7062.068042
-200.0,200,7062.991243
-12.0,200,7063.97489
-200.0,200,7064.938485
-200.0,200,7065.897901
-200.0,200,7066.980795
-200.0,200,7069.640792
-200.0,200,7072.253548
-200.0,200,7074.925981
-120.0,200,7077.624933
-200.0,200,7080.288957
-200.0,200,7082.985562
-200.0,200,7085.691181
-200.0,200,7088.428772
-147.0,200,7091.084253
-200.0,200,7093.735526
-200.0,200,7096.476994
-197.0,200,7099.160215
-200.0,200,7101.850387
