epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,61.41409,72.44578,7.3303065,8.041756,10.0,-6.093206,0.0,50.0,0.02
1,62.866776,73.05223,7.498666,8.247045,20.0,-5.8018885,0.1,100.0,0.08
2,62.23425,73.420586,7.4360747,8.382893,30.0,-6.953008,0.1,150.0,0.1
