epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,53.44147,77.89834,6.377285,7.8480167,10.0,-2.0153525,0.0,50.0,0.02
1,53.705456,71.74355,6.59126,7.0093102,20.0,-3.4715881,0.0,100.0,0.02
2,56.222202,70.182144,6.7159486,7.0011644,30.0,-6.770917,0.0,150.0,0.02
