epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,58.72527,71.87635,6.9957085,7.3828077,10.0,-5.804707,0.0,50.0,0.06
1,58.729084,72.32903,7.0302796,7.6588597,20.0,-5.0684223,0.0,100.0,0.02
2,60.789196,73.01278,7.245181,7.948076,30.0,-4.6982665,0.0,150.0,0.06
