epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,66.05837,75.842705,7.92318,9.309366,10.0,-88.92451,0.0,50.0,0.06
1,66.09552,75.81102,7.930202,9.305197,20.0,-87.4425,0.1,100.0,0.04
2,66.13588,75.8026,7.9349737,9.303923,30.0,-91.55086,0.1,150.0,0.02
